Product's ID,Full product's name,Producer's official name,Current price,Product type
P00003372,Cuticle Oil,Elizabeth Arden,11.99,Shampoo
P00003373,Moisturizer,L'Oreal,15.27,Mascara
P00003374,Deodorant,L'Oreal,15.75,Sunscreen
P00003375,Body Lotion,Clinique,17.14,Body Lotion
P00003376,Body Lotion,Chanel,15.89,Conditioner
P00003377,Toner,Origins,11.78,Shampoo
P00003378,Hair Dye,Revlon,14.11,Mascara
P00003379,Body Scrub,St. Ives,19.02,Foundation
P00003380,Hair Serum,L'Oreal,13.36,Body Lotion
P00003381,Shaving Cream,CoverGirl,16.57,Lipstick
P00003382,Exfoliating Scrub,Chanel,13.31,Sunscreen
P00003383,Perfume,Elizabeth Arden,10.12,Mascara
P00003384,Moisturizer,St. Ives,19.73,Foundation
P00003385,Perfume,Revlon,14.32,Mascara
P00003386,Eyeliner,MAC Cosmetics,10.68,Mascara
P00003387,Massage Oil,Origins,17.64,Face Serum
P00003388,Lipstick,Sephora,11.7,Moisturizer
P00003389,Face Wash,CoverGirl,13.3,Moisturizer
P00003390,Anti-Aging Cream,Nivea,17.55,Sunscreen
P00003391,Mascara,Biore,16.86,Lipstick
P00003392,Face Wash,Cetaphil,11.32,Face Serum
P00003393,Body Lotion,Rimmel,14.73,Body Lotion
P00003394,Lipstick,CoverGirl,14.94,Foundation
P00003395,Foot Scrub,Cetaphil,17.08,Lipstick
P00003396,Under Eye Cream,Chanel,14.7,Face Serum
P00003397,Face Mask,Urban Decay,18.49,Face Serum
P00003398,Setting Spray,Chanel,16.65,Sunscreen
P00003399,Lipstick,Chanel,14.12,Eyeliner
P00003400,Eyeliner,Rimmel,13.39,Eyeliner
P00003401,Exfoliating Scrub,The Body Shop,15.72,Shampoo
P00003402,Concealer,Sephora,14.75,Foundation
P00003403,Bronzer,Nivea,13.79,Body Lotion
P00003404,Lip Balm,Olay,12.32,Mascara
P00003405,Hair Serum,Burt's Bees,10.23,Eyeliner
P00003406,Conditioner,NYX,16.45,Moisturizer
P00003407,Hair Gel,Burt's Bees,13.02,Conditioner
P00003408,Bronzer,Elizabeth Arden,16.21,Face Serum
P00003409,Bronzer,Dove,10.08,Eyeliner
P00003410,Toner,Tresemmé,16.36,Face Serum
P00003411,Highlighter,Elizabeth Arden,11.02,Shampoo
P00003412,Conditioner,Burt's Bees,13.07,Lipstick
P00003413,Clay Mask,Kiehl's,12.35,Mascara
P00003414,Body Scrub,Origins,17.13,Mascara
P00003415,Nail Polish,Olay,12.92,Lipstick
P00003416,Moisturizer,Estée Lauder,12.85,Mascara
P00003417,Makeup Remover,Lancome,16.76,Mascara
P00003418,Foot Scrub,Pantene,14.85,Lipstick
P00003419,Eyeliner,Garnier,19.39,Conditioner
P00003420,Hair Serum,Olay,18.64,Lipstick
P00003421,Lip Balm,L'Oreal,11.65,Shampoo
P00003422,Highlighter,Sephora,18.93,Sunscreen
P00003423,Foot Scrub,Nivea,10.52,Shampoo
P00003424,Conditioner,Maybelline,12.51,Mascara
P00003425,Under Eye Cream,Elizabeth Arden,11.67,Foundation
P00003426,Beard Oil,Clinique,11.33,Conditioner
P00003427,Lipstick,Maybelline,10.94,Shampoo
P00003428,Sunscreen,Dove,17.11,Mascara
P00003429,Hair Spray,NYX,16.83,Face Serum
P00003430,Clay Mask,Tresemmé,10.46,Lipstick
P00003431,Setting Spray,CoverGirl,13.59,Conditioner
P00003432,Blush,Dove,10.6,Shampoo
P00003433,Foot Scrub,The Body Shop,15.65,Sunscreen
P00003434,Deodorant,St. Ives,17.3,Eyeliner
P00003435,Anti-Aging Cream,Pantene,10.87,Conditioner
P00003436,Highlighter,L'Oreal,16.8,Foundation
P00003437,Hair Dye,L'Oreal,14.6,Eyeliner
P00003438,Body Lotion,St. Ives,10.79,Mascara
P00003439,Under Eye Cream,Aveda,13.33,Body Lotion
P00003440,Foot Scrub,Burt's Bees,12.77,Sunscreen
P00003441,Face Mask,Neutrogena,13.0,Lipstick
P00003442,Conditioner,Olay,10.86,Conditioner
P00003443,Exfoliating Scrub,Urban Decay,13.81,Mascara
P00003444,Lip Balm,L'Oreal,15.79,Eyeliner
P00003445,Blush,Chanel,13.99,Body Lotion
P00003446,Hydrating Mist,Garnier,18.15,Eyeliner
P00003447,Hair Mask,Sephora,19.87,Foundation
P00003448,Face Wash,Garnier,15.34,Shampoo
P00003449,Bronzer,Origins,17.54,Body Lotion
P00003450,Concealer,Estée Lauder,15.98,Shampoo
P00003451,Anti-Aging Cream,Elizabeth Arden,15.35,Shampoo
P00003452,Moisturizer,Avon,11.0,Foundation
P00003453,Hair Gel,Pantene,13.3,Sunscreen
P00003454,Body Scrub,NYX,19.27,Eyeliner
P00003455,Foot Scrub,Origins,19.46,Eyeliner
P00003456,Concealer,L'Oreal,14.51,Body Lotion
P00003457,Highlighter,CoverGirl,18.7,Mascara
P00003458,Shaving Cream,Olay,16.18,Foundation
P00003459,Massage Oil,Elizabeth Arden,13.11,Mascara
P00003460,Toner,Tresemmé,12.02,Face Serum
P00003461,Highlighter,Aveda,14.82,Sunscreen
P00003462,Eyeliner,Urban Decay,12.13,Shampoo
P00003463,Hydrating Mist,Origins,19.7,Moisturizer
P00003464,Shaving Cream,Chanel,18.21,Conditioner
P00003465,Nail Polish,Cetaphil,10.5,Sunscreen
P00003466,Face Mask,Maybelline,10.02,Foundation
P00003467,Hair Gel,Revlon,18.09,Conditioner
P00003468,Beard Oil,Avon,13.22,Sunscreen
P00003469,Face Mask,Tresemmé,12.48,Shampoo
P00003470,Exfoliating Scrub,Burt's Bees,10.08,Eyeliner
P00003471,Sunscreen,Avon,15.77,Foundation
P00003472,Eye Shadow,Kiehl's,13.0,Mascara
P00003473,Toner,Burt's Bees,11.73,Foundation
P00003474,Moisturizer,CoverGirl,11.43,Face Serum
P00003475,Hair Mask,NYX,18.47,Moisturizer
P00003476,Makeup Remover,Avon,19.25,Conditioner
P00003477,Lipstick,Sephora,17.2,Face Serum
P00003478,Foundation,Aveda,12.75,Lipstick
P00003479,Cuticle Oil,Rimmel,19.95,Foundation
P00003480,Shampoo,Garnier,12.4,Face Serum
P00003481,Eye Shadow,Elizabeth Arden,16.02,Body Lotion
P00003482,Hair Mask,Lancome,12.92,Eyeliner
P00003483,Setting Spray,Aveda,18.02,Face Serum
P00003484,Sunscreen,MAC Cosmetics,10.6,Moisturizer
P00003485,Exfoliating Scrub,Lancome,13.78,Lipstick
P00003486,Foundation,Sephora,12.15,Lipstick
P00003487,Body Scrub,Nivea,18.55,Face Serum
P00003488,Shampoo,Lancome,12.11,Foundation
P00003489,Makeup Remover,Urban Decay,12.07,Foundation
P00003490,Conditioner,Biore,18.12,Sunscreen
P00003491,Shampoo,Neutrogena,11.28,Shampoo
P00003492,Highlighter,Chanel,16.96,Foundation
P00003493,Massage Oil,Olay,13.86,Body Lotion
P00003494,Eye Shadow,Lancome,15.62,Body Lotion
P00003495,Toner,Revlon,16.26,Lipstick
P00003496,Perfume,Clinique,14.99,Conditioner
P00003497,Makeup Remover,Aveda,14.64,Shampoo
P00003498,Exfoliating Scrub,Pantene,14.33,Mascara
P00003499,Exfoliating Scrub,Neutrogena,12.28,Lipstick
P00003500,Setting Spray,Pantene,18.25,Mascara
P00003501,Hair Mousse,Maybelline,13.74,Mascara
P00003502,Hair Dye,Revlon,19.16,Face Serum
P00003503,Hair Gel,Chanel,12.74,Foundation
P00003504,Clay Mask,Kiehl's,11.86,Conditioner
P00003505,Bronzer,Estée Lauder,18.19,Conditioner
P00003506,Body Lotion,Elizabeth Arden,18.95,Lipstick
P00003507,Eyeliner,Estée Lauder,14.64,Eyeliner
P00003508,Toner,Aveda,19.15,Face Serum
P00003509,Moisturizer,NYX,11.33,Lipstick
P00003510,Nail Polish,St. Ives,14.36,Sunscreen
P00003511,Conditioner,CoverGirl,12.9,Foundation
P00003512,Nail Polish,The Body Shop,17.64,Eyeliner
P00003513,Body Scrub,Olay,11.46,Foundation
P00003514,Foot Scrub,Revlon,18.34,Conditioner
P00003515,Hair Serum,Urban Decay,17.48,Conditioner
P00003516,Highlighter,Kiehl's,11.77,Sunscreen
P00003517,Hair Serum,Kiehl's,10.64,Moisturizer
P00003518,Hair Dye,Origins,15.47,Mascara
P00003519,Shampoo,Rimmel,10.18,Sunscreen
P00003520,Cuticle Oil,St. Ives,17.3,Mascara
P00003521,Setting Spray,L'Oreal,15.16,Sunscreen
P00003522,Hair Mousse,Origins,16.1,Face Serum
P00003523,Foot Scrub,Maybelline,16.6,Foundation
P00003524,Shampoo,Neutrogena,16.23,Mascara
P00003525,Shampoo,Tresemmé,18.88,Body Lotion
P00003526,Makeup Remover,Pantene,19.22,Lipstick
P00003527,Exfoliating Scrub,Chanel,17.03,Mascara
P00003528,Hair Mousse,Revlon,14.6,Lipstick
P00003529,Blush,The Body Shop,18.63,Lipstick
P00003530,Under Eye Cream,Nivea,15.93,Face Serum
P00003531,Face Wash,Olay,16.59,Foundation
P00003532,Anti-Aging Cream,Burt's Bees,15.1,Shampoo
P00003533,Nail Polish,Olay,19.88,Eyeliner
P00003534,Shampoo,Dove,13.85,Body Lotion
P00003535,Hair Gel,Olay,18.44,Body Lotion
P00003536,Concealer,Cetaphil,12.06,Lipstick
P00003537,Exfoliating Scrub,Nivea,16.8,Sunscreen
P00003538,Foot Scrub,Dove,14.53,Body Lotion
P00003539,Highlighter,Urban Decay,10.03,Moisturizer
P00003540,Shaving Cream,NYX,19.22,Mascara
P00003541,Concealer,Rimmel,15.96,Shampoo
P00003542,Deodorant,Elizabeth Arden,16.42,Lipstick
P00003543,Conditioner,Estée Lauder,14.94,Sunscreen
P00003544,Perfume,Maybelline,11.16,Body Lotion
P00003545,Hair Dye,MAC Cosmetics,10.26,Conditioner
P00003546,Hair Serum,The Body Shop,18.77,Sunscreen
P00003547,Hair Dye,Maybelline,10.74,Foundation
P00003548,Hair Mousse,Biore,13.88,Eyeliner
P00003549,Hair Dye,Pantene,18.54,Body Lotion
P00003550,Beard Oil,Estée Lauder,15.75,Face Serum
P00003551,Blush,Biore,16.87,Shampoo
P00003552,Makeup Remover,Pantene,10.89,Body Lotion
P00003553,Hair Serum,L'Oreal,16.39,Eyeliner
P00003554,Lip Balm,Nivea,16.46,Body Lotion
P00003555,Clay Mask,Lancome,12.73,Mascara
P00003556,Face Mask,Biore,18.51,Eyeliner
P00003557,Hair Spray,Burt's Bees,12.92,Sunscreen
P00003558,Blush,Burt's Bees,17.71,Shampoo
P00003559,Face Wash,Elizabeth Arden,18.97,Sunscreen
P00003560,Hair Spray,Avon,11.76,Face Serum
P00003561,Bronzer,Chanel,16.97,Face Serum
P00003562,Shaving Cream,Origins,13.91,Face Serum
P00003563,Hair Mask,Avon,16.81,Moisturizer
P00003564,Face Wash,Estée Lauder,16.38,Shampoo
P00003565,Toner,Elizabeth Arden,14.57,Sunscreen
P00003566,Sunscreen,Avon,19.25,Shampoo
P00003567,Mascara,Nivea,17.21,Moisturizer
P00003568,Hair Gel,Sephora,10.84,Body Lotion
P00003569,Exfoliating Scrub,Avon,12.16,Shampoo
P00003570,Sunscreen,Aveda,16.63,Body Lotion
P00003571,Face Mask,Estée Lauder,13.23,Shampoo
P00003572,Clay Mask,Aveda,15.43,Moisturizer
P00003573,Shampoo,Clinique,15.98,Body Lotion
P00003574,Foot Scrub,Olay,14.19,Lipstick
P00003575,Lipstick,NYX,18.91,Sunscreen
P00003576,Face Mask,Burt's Bees,19.46,Conditioner
P00003577,Hair Spray,The Body Shop,11.66,Sunscreen
P00003578,Toner,Elizabeth Arden,15.87,Body Lotion
P00003579,Concealer,MAC Cosmetics,18.42,Mascara
P00003580,Beard Oil,CoverGirl,19.5,Moisturizer
P00003581,Blush,Urban Decay,13.71,Face Serum
P00003582,Hair Gel,Revlon,10.28,Shampoo
P00003583,Body Scrub,CoverGirl,10.73,Shampoo
P00003584,Moisturizer,Neutrogena,15.65,Conditioner
P00003585,Bronzer,Pantene,19.15,Mascara
P00003586,Hair Dye,Sephora,16.43,Conditioner
P00003587,Under Eye Cream,Clinique,14.18,Moisturizer
P00003588,Makeup Remover,Kiehl's,13.66,Foundation
P00003589,Hydrating Mist,Olay,12.92,Face Serum
P00003590,Setting Spray,Cetaphil,14.83,Foundation
P00003591,Shaving Cream,Aveda,16.52,Foundation
P00003592,Foundation,Burt's Bees,11.12,Eyeliner
P00003593,Bronzer,Nivea,11.02,Shampoo
P00003594,Shaving Cream,Nivea,15.7,Eyeliner
P00003595,Hair Mousse,Biore,15.55,Conditioner
P00003596,Eyeliner,Origins,12.14,Shampoo
P00003597,Lip Balm,Lancome,17.37,Body Lotion
P00003598,Sunscreen,The Body Shop,13.2,Foundation
P00003599,Mascara,Urban Decay,15.85,Mascara
P00003600,Hair Mousse,Revlon,10.62,Lipstick
P00003601,Foundation,Sephora,12.92,Body Lotion
P00003602,Anti-Aging Cream,Dove,16.33,Foundation
P00003603,Bronzer,Origins,14.99,Lipstick
P00003604,Body Lotion,Lancome,13.78,Face Serum
P00003605,Highlighter,Estée Lauder,14.43,Foundation
P00003606,Sunscreen,Chanel,17.88,Face Serum
P00003607,Eyeliner,Nivea,11.21,Body Lotion
P00003608,Blush,St. Ives,12.58,Moisturizer
P00003609,Massage Oil,Estée Lauder,16.99,Sunscreen
P00003610,Beard Oil,Pantene,10.21,Mascara
P00003611,Hydrating Mist,Maybelline,11.22,Moisturizer
P00003612,Hair Dye,Nivea,10.62,Mascara
P00003613,Hair Mask,MAC Cosmetics,11.63,Mascara
P00003614,Hair Mask,Rimmel,14.26,Lipstick
P00003615,Hair Dye,Estée Lauder,15.24,Lipstick
P00003616,Foot Scrub,CoverGirl,19.55,Face Serum
P00003617,Deodorant,MAC Cosmetics,12.35,Mascara
P00003618,Lip Balm,Pantene,18.26,Foundation
P00003619,Toner,Avon,13.01,Eyeliner
P00003620,Hydrating Mist,Nivea,13.77,Mascara
P00003621,Conditioner,Nivea,19.91,Body Lotion
P00003622,Concealer,Estée Lauder,18.06,Body Lotion
P00003623,Moisturizer,Estée Lauder,15.27,Lipstick
P00003624,Shampoo,Burt's Bees,11.59,Eyeliner
P00003625,Shampoo,L'Oreal,18.13,Lipstick
P00003626,Hair Gel,Maybelline,18.12,Lipstick
P00003627,Hydrating Mist,Urban Decay,16.04,Shampoo
P00003628,Clay Mask,Sephora,11.72,Lipstick
P00003629,Perfume,Elizabeth Arden,14.9,Foundation
P00003630,Hair Dye,Biore,10.31,Body Lotion
P00003631,Body Scrub,Nivea,14.81,Lipstick
P00003632,Face Wash,Elizabeth Arden,16.27,Shampoo
P00003633,Anti-Aging Cream,Aveda,11.56,Shampoo
P00003634,Hydrating Mist,Avon,14.28,Shampoo
P00003635,Nail Polish,St. Ives,11.02,Sunscreen
P00003636,Hair Gel,Burt's Bees,14.62,Mascara
P00003637,Bronzer,Olay,11.55,Face Serum
P00003638,Lipstick,Estée Lauder,10.85,Body Lotion
P00003639,Blush,Clinique,13.35,Sunscreen
P00003640,Conditioner,Tresemmé,18.04,Shampoo
P00003641,Moisturizer,Dove,11.17,Conditioner
P00003642,Body Lotion,L'Oreal,11.71,Conditioner
P00003643,Highlighter,Maybelline,16.33,Moisturizer
P00003644,Sunscreen,Dove,13.75,Foundation
P00003645,Body Lotion,MAC Cosmetics,12.57,Mascara
P00003646,Beard Oil,L'Oreal,11.66,Moisturizer
P00003647,Massage Oil,Origins,13.3,Body Lotion
P00003648,Foundation,MAC Cosmetics,16.69,Conditioner
P00003649,Massage Oil,Urban Decay,13.75,Foundation
P00003650,Eye Shadow,Urban Decay,16.99,Moisturizer
P00003651,Beard Oil,L'Oreal,18.58,Body Lotion
P00003652,Massage Oil,Lancome,17.19,Body Lotion
P00003653,Body Scrub,The Body Shop,17.81,Shampoo
P00003654,Hydrating Mist,Biore,17.81,Foundation
P00003655,Setting Spray,Biore,17.21,Foundation
P00003656,Eye Shadow,Dove,12.2,Sunscreen
P00003657,Sunscreen,Lancome,15.36,Body Lotion
P00003658,Hair Mousse,Garnier,19.28,Shampoo
P00003659,Nail Polish,Kiehl's,17.09,Face Serum
P00003660,Deodorant,Urban Decay,18.81,Face Serum
P00003661,Clay Mask,St. Ives,13.62,Lipstick
P00003662,Massage Oil,Cetaphil,11.95,Sunscreen
P00003663,Eyeliner,Lancome,17.84,Eyeliner
P00003664,Hair Spray,The Body Shop,12.99,Conditioner
P00003665,Conditioner,Nivea,10.39,Eyeliner
P00003666,Blush,St. Ives,11.72,Body Lotion
P00003667,Face Wash,Lancome,18.96,Foundation
P00003668,Anti-Aging Cream,Cetaphil,16.9,Body Lotion
P00003669,Exfoliating Scrub,Rimmel,14.65,Lipstick
P00003670,Lip Balm,Estée Lauder,10.54,Foundation
P00003671,Beard Oil,Olay,13.6,Lipstick
P00003672,Face Mask,NYX,17.93,Foundation
P00003673,Face Wash,Tresemmé,18.02,Conditioner
P00003674,Deodorant,Chanel,15.26,Eyeliner
P00003675,Concealer,Garnier,18.52,Sunscreen
P00003676,Shaving Cream,Aveda,12.68,Conditioner
P00003677,Hair Mousse,L'Oreal,19.66,Conditioner
P00003678,Face Wash,CoverGirl,12.68,Eyeliner
P00003679,Deodorant,Biore,16.18,Body Lotion
P00003680,Moisturizer,Kiehl's,19.66,Mascara
P00003681,Face Mask,Kiehl's,11.43,Foundation
P00003682,Body Lotion,Revlon,15.8,Face Serum
P00003683,Hydrating Mist,Cetaphil,11.76,Mascara
P00003684,Exfoliating Scrub,Origins,16.48,Conditioner
P00003685,Hair Dye,The Body Shop,17.86,Lipstick
P00003686,Face Wash,St. Ives,10.71,Moisturizer
P00003687,Lipstick,Olay,15.79,Foundation
P00003688,Foot Scrub,The Body Shop,19.49,Mascara
P00003689,Hair Mousse,Revlon,12.91,Shampoo
P00003690,Hair Serum,Nivea,17.08,Conditioner
P00003691,Hydrating Mist,Estée Lauder,17.66,Foundation
P00003692,Beard Oil,Avon,15.49,Body Lotion
P00003693,Body Lotion,Elizabeth Arden,13.49,Shampoo
P00003694,Bronzer,Kiehl's,16.72,Shampoo
P00003695,Shampoo,Rimmel,17.31,Mascara
P00003696,Hair Spray,Cetaphil,17.68,Conditioner
P00003697,Hair Serum,Avon,19.06,Moisturizer
P00003698,Highlighter,Tresemmé,16.77,Sunscreen
P00003699,Shampoo,Sephora,11.55,Mascara
P00003700,Foot Scrub,Origins,17.18,Face Serum
P00003701,Hair Spray,Revlon,19.16,Shampoo
P00003702,Hair Mousse,Burt's Bees,11.45,Face Serum
P00003703,Foundation,St. Ives,11.57,Conditioner
P00003704,Shampoo,The Body Shop,11.78,Moisturizer
P00003705,Highlighter,Kiehl's,11.23,Mascara
P00003706,Face Mask,Dove,14.02,Body Lotion
P00003707,Lip Balm,Rimmel,12.27,Lipstick
P00003708,Face Mask,Biore,13.9,Body Lotion
P00003709,Hair Gel,NYX,13.0,Sunscreen
P00003710,Face Mask,CoverGirl,11.24,Sunscreen
P00003711,Massage Oil,Cetaphil,14.22,Sunscreen
P00003712,Hair Gel,Nivea,18.97,Foundation
P00003713,Hair Gel,Cetaphil,17.83,Eyeliner
P00003714,Lipstick,NYX,11.3,Mascara
P00003715,Hair Gel,Maybelline,13.6,Eyeliner
P00003716,Setting Spray,CoverGirl,13.23,Eyeliner
P00003717,Body Scrub,Olay,18.56,Sunscreen
P00003718,Hair Mask,Origins,18.17,Conditioner
P00003719,Hair Gel,Clinique,12.71,Foundation
P00003720,Under Eye Cream,L'Oreal,10.51,Face Serum
P00003721,Hair Mask,Burt's Bees,13.52,Conditioner
P00003722,Exfoliating Scrub,Maybelline,10.4,Foundation
P00003723,Lipstick,Estée Lauder,10.69,Foundation
P00003724,Mascara,Olay,15.86,Moisturizer
P00003725,Foot Scrub,CoverGirl,17.71,Face Serum
P00003726,Anti-Aging Cream,Burt's Bees,14.03,Mascara
P00003727,Massage Oil,Rimmel,11.09,Moisturizer
P00003728,Beard Oil,Tresemmé,11.29,Eyeliner
P00003729,Sunscreen,Estée Lauder,19.47,Mascara
P00003730,Sunscreen,Cetaphil,12.16,Conditioner
P00003731,Hydrating Mist,Sephora,19.91,Shampoo
P00003732,Eyeliner,Origins,11.21,Body Lotion
P00003733,Nail Polish,Garnier,16.84,Moisturizer
P00003734,Sunscreen,Dove,14.15,Body Lotion
P00003735,Face Wash,Rimmel,19.69,Body Lotion
P00003736,Perfume,Cetaphil,12.78,Sunscreen
P00003737,Lipstick,Dove,19.56,Mascara
P00003738,Highlighter,Aveda,18.32,Foundation
P00003739,Setting Spray,L'Oreal,14.59,Shampoo
P00003740,Mascara,Lancome,15.07,Conditioner
P00003741,Clay Mask,Avon,10.32,Eyeliner
P00003742,Beard Oil,Revlon,17.66,Mascara
P00003743,Clay Mask,MAC Cosmetics,11.87,Eyeliner
P00003744,Massage Oil,The Body Shop,10.66,Shampoo
P00003745,Mascara,Estée Lauder,18.88,Eyeliner
P00003746,Hair Serum,Tresemmé,14.98,Moisturizer
P00003747,Anti-Aging Cream,Origins,15.39,Mascara
P00003748,Anti-Aging Cream,Estée Lauder,14.64,Mascara
P00003749,Toner,Aveda,15.18,Conditioner
P00003750,Exfoliating Scrub,Elizabeth Arden,14.05,Moisturizer
P00003751,Makeup Remover,Estée Lauder,16.07,Conditioner
P00003752,Hair Gel,Tresemmé,18.78,Mascara
P00003753,Hydrating Mist,Nivea,10.12,Conditioner
P00003754,Body Lotion,Dove,16.98,Sunscreen
P00003755,Hair Spray,Neutrogena,11.11,Face Serum
P00003756,Beard Oil,Lancome,16.72,Face Serum
P00003757,Conditioner,Estée Lauder,15.29,Sunscreen
P00003758,Body Lotion,Urban Decay,10.27,Moisturizer
P00003759,Shaving Cream,Clinique,15.09,Eyeliner
P00003760,Body Lotion,NYX,11.11,Body Lotion
P00003761,Hydrating Mist,Garnier,18.79,Body Lotion
P00003762,Shaving Cream,Chanel,18.35,Foundation
P00003763,Concealer,St. Ives,17.35,Moisturizer
P00003764,Body Scrub,Aveda,11.01,Conditioner
P00003765,Lip Balm,Olay,19.15,Foundation
P00003766,Concealer,Estée Lauder,12.55,Mascara
P00003767,Exfoliating Scrub,CoverGirl,19.99,Sunscreen
P00003768,Bronzer,Garnier,10.77,Foundation
P00003769,Hair Spray,St. Ives,13.46,Eyeliner
P00003770,Foot Scrub,Garnier,11.96,Face Serum
P00003771,Bronzer,Biore,14.64,Sunscreen
P00003772,Shaving Cream,CoverGirl,19.55,Mascara
P00003773,Eye Shadow,Clinique,14.59,Lipstick
P00003774,Clay Mask,Clinique,19.52,Face Serum
P00003775,Beard Oil,MAC Cosmetics,17.03,Moisturizer
P00003776,Hydrating Mist,Cetaphil,10.33,Conditioner
P00003777,Lip Balm,Rimmel,19.02,Body Lotion
P00003778,Foot Scrub,Aveda,12.09,Conditioner
P00003779,Concealer,Kiehl's,16.69,Foundation
P00003780,Beard Oil,L'Oreal,16.42,Foundation
P00003781,Lipstick,NYX,18.04,Shampoo
P00003782,Face Wash,Avon,19.55,Shampoo
P00003783,Perfume,Nivea,19.21,Mascara
P00003784,Hair Spray,Cetaphil,15.6,Lipstick
P00003785,Face Mask,Maybelline,11.16,Foundation
P00003786,Perfume,Nivea,18.11,Face Serum
P00003787,Nail Polish,Aveda,19.84,Mascara
P00003788,Hair Dye,Garnier,13.67,Conditioner
P00003789,Face Wash,Garnier,14.22,Eyeliner
P00003790,Blush,MAC Cosmetics,11.78,Conditioner
P00003791,Hair Dye,Kiehl's,13.6,Lipstick
P00003792,Massage Oil,MAC Cosmetics,16.5,Body Lotion
P00003793,Hair Spray,Kiehl's,12.93,Moisturizer
P00003794,Hair Spray,Nivea,19.29,Lipstick
P00003795,Lip Balm,Tresemmé,19.42,Body Lotion
P00003796,Hair Dye,Urban Decay,10.33,Conditioner
P00003797,Blush,Dove,14.28,Eyeliner
P00003798,Under Eye Cream,Aveda,11.9,Face Serum
P00003799,Eyeliner,Sephora,13.62,Sunscreen
P00003800,Moisturizer,MAC Cosmetics,13.45,Mascara
P00003801,Concealer,Burt's Bees,13.3,Shampoo
P00003802,Body Lotion,Garnier,17.11,Mascara
P00003803,Anti-Aging Cream,L'Oreal,15.64,Body Lotion
P00003804,Exfoliating Scrub,Neutrogena,19.56,Moisturizer
P00003805,Body Scrub,L'Oreal,15.03,Eyeliner
P00003806,Makeup Remover,Pantene,10.89,Mascara
P00003807,Shampoo,The Body Shop,11.71,Conditioner
P00003808,Shaving Cream,Biore,14.96,Body Lotion
P00003809,Hair Mousse,Urban Decay,14.31,Face Serum
P00003810,Foundation,Chanel,11.79,Face Serum
P00003811,Body Scrub,Burt's Bees,12.12,Lipstick
P00003812,Concealer,The Body Shop,11.18,Mascara
P00003813,Exfoliating Scrub,Sephora,12.3,Moisturizer
P00003814,Foundation,Olay,13.66,Lipstick
P00003815,Cuticle Oil,Kiehl's,11.36,Body Lotion
P00003816,Anti-Aging Cream,L'Oreal,11.76,Lipstick
P00003817,Toner,MAC Cosmetics,12.93,Conditioner
P00003818,Eye Shadow,MAC Cosmetics,19.23,Shampoo
P00003819,Hydrating Mist,Lancome,12.51,Mascara
P00003820,Face Wash,Lancome,14.65,Sunscreen
P00003821,Eye Shadow,Cetaphil,19.54,Conditioner
P00003822,Concealer,Garnier,12.18,Conditioner
P00003823,Massage Oil,Maybelline,12.7,Body Lotion
P00003824,Massage Oil,Tresemmé,12.33,Shampoo
P00003825,Concealer,Nivea,19.09,Foundation
P00003826,Anti-Aging Cream,Maybelline,14.13,Sunscreen
P00003827,Hair Mask,Neutrogena,11.1,Shampoo
P00003828,Body Scrub,Kiehl's,18.78,Mascara
P00003829,Body Scrub,Pantene,15.84,Foundation
P00003830,Foundation,Lancome,14.7,Shampoo
P00003831,Toner,Dove,13.67,Body Lotion
P00003832,Hair Dye,St. Ives,19.28,Foundation
P00003833,Lipstick,Avon,12.32,Sunscreen
P00003834,Nail Polish,Elizabeth Arden,19.59,Mascara
P00003835,Bronzer,St. Ives,17.44,Body Lotion
P00003836,Makeup Remover,Kiehl's,11.67,Foundation
P00003837,Foot Scrub,Elizabeth Arden,19.89,Eyeliner
P00003838,Highlighter,MAC Cosmetics,18.83,Shampoo
P00003839,Anti-Aging Cream,St. Ives,19.46,Mascara
P00003840,Exfoliating Scrub,Clinique,17.73,Shampoo
P00003841,Setting Spray,St. Ives,15.19,Body Lotion
P00003842,Mascara,The Body Shop,14.28,Face Serum
P00003843,Highlighter,Lancome,12.74,Conditioner
P00003844,Hair Mask,Pantene,12.24,Face Serum
P00003845,Sunscreen,Sephora,18.23,Mascara
P00003846,Makeup Remover,Dove,10.37,Conditioner
P00003847,Conditioner,Elizabeth Arden,12.52,Mascara
P00003848,Blush,Kiehl's,16.22,Eyeliner
P00003849,Makeup Remover,Garnier,15.0,Body Lotion
P00003850,Face Mask,The Body Shop,10.22,Foundation
P00003851,Body Scrub,Urban Decay,18.54,Foundation
P00003852,Eye Shadow,Kiehl's,14.15,Face Serum
P00003853,Hair Mask,CoverGirl,16.95,Moisturizer
P00003854,Toner,Nivea,16.73,Moisturizer
P00003855,Under Eye Cream,Rimmel,11.15,Shampoo
P00003856,Blush,The Body Shop,10.48,Face Serum
P00003857,Body Lotion,St. Ives,11.81,Lipstick
P00003858,Under Eye Cream,Avon,16.05,Mascara
P00003859,Foot Scrub,Rimmel,11.54,Shampoo
P00003860,Body Scrub,Pantene,10.41,Lipstick
P00003861,Conditioner,Burt's Bees,13.54,Mascara
P00003862,Foundation,MAC Cosmetics,10.45,Shampoo
P00003863,Mascara,The Body Shop,18.01,Shampoo
P00003864,Mascara,Olay,17.33,Foundation
P00003865,Conditioner,Tresemmé,15.95,Moisturizer
P00003866,Foundation,L'Oreal,11.28,Body Lotion
P00003867,Face Wash,NYX,16.7,Conditioner
